ID,ScaleX,ScaleY,ScaleZ,RotX,RotY,Rotz,PosX,PosY,PosZ,,,,
Wall,0.5,10,8,0,90,0,3.3172,4.6,-13.316,WallCake_Tx,,,
Wall,0.5,11.4,9.12,0,143.3,0,-9.9969,4.6,7.4438,WallCake_Tx,,,
Wall,0.5,11.4,9.12,0,51.75,0,-3.645,4.6,6.9565,WallCake_Tx,,,
Wall,0.5,11.4,8.8,0,51.39999,0,-9.6132,4.6,13.89,WallCake_Tx,,,
Wall,0.5,11.4,6.27,0,141.4,0,-2.37,4.6,12.27,WallCake_Tx,,,
Wall,0.5,11.4,9.12,0,143.34,0,6.66,4.56,7.23,WallCake_Tx,,,
Wall,0.5,11.4,10.5,0,40.3,0,6.014,4.56,-0.15,WallCake_Tx,,,
Wall,0.5,11.4,15,0,51.39999,0,-1.8783,4.56,6.553,WallCake_Tx,,,
Wall,0.5,11.4,9.5,0,120,0,-1.18,4.56,-1.73,WallCake_Tx,,,
Wall,0.5,10,9,0,235,0,10.86,4.6,-10.78,WallCake_Tx,,,
Wall,0.5,10,9,0,0,0,14.4,4.6,-3.9,WallCake_Tx,,,
Wall,0.5,10,5.5,0,38.86985,0,4.9,4.6,-5.61,WallCake_Tx,,,
Wall,0.5,7,3.4,0,130.2,0,13.14,6.1,1.54,WallCake_Tx,,,
Wall,0.5,10,5,0,39.9,0,10.34,4.6,0.46,WallCake_Tx,,,
Wall,0.5,7,3,0,46.23172,0,7.6873,6.1,-2.455,WallCake_Tx,,,
Wall,0.5,10,9,0,137,0,11.144,5.06,7.57,WallCake_Tx,,,
Wall,0.5,10,8.1,0,0,0,14.26,5.06,8.16,WallCake_Tx,,,
Wall,0.5,7,3.5,0,130.2,0,13.01,6.56,13.15,WallCake_Tx,,,
Wall,0.5,10,5.5,0,345.7663,0,7.46,5.06,13.42,WallCake_Tx,,,
Wall,0.5,10,5.5,0,111.58,0,9.19,5.06,15.25,WallCake_Tx,,,
UpperWall,0.5,7.07,3.7,0,0,0,21.18,6.57,-13.73,WallCake_Tx,,,
UpperWall,0.5,7,3,0,0,0,21.18,6.6,-2.38,WallCake_Tx,,,
UpperWall,0.5,7,3.55,0,48.02,0,22.42,6.6,13.12,WallCake_Tx,,,
UpperWall,0.5,7,4,0,135,0,22.64,6.6,15.76,WallCake_Tx,,,
UpperWall,0.5,7,3.5,0,270,0,5.85,6.6,24.7,WallCake_Tx,,,
UpperWall,0.5,7,5,0,270,0,-5.7,6.6,22.1,WallCake_Tx,,,
UpperWall,0.5,7.072985,5,0,270,0,-8.28,6.56,-22.815,WallCake_Tx,,,
UpperWall,0.5,7,5,0,234.1,0,-16.99,6.6,20.81,WallCake_Tx,,,
UpperWall,0.5,7,5,0,270,0,-3.28,6.6,-22.815,WallCake_Tx,,,
UpperWall,0.5,7.07,3.9,0,68,0,11.12,6.56,-22.02,WallCake_Tx,,,
Wall,0.5,8,2,0,120,0,-8.76,5.65,-10.23,WallCake_Tx,,,
Wall,0.5,9,3,0,141.4,0,-5.1993,5.8,15.814,WallCake_Tx,,,
Wall,0.5,9,2.5,0,120,0,-6.3762,5.76,1.27,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,90,0,-27,5,9.95,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,101.5954,0,-22,5,9.55,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,116.9601,0,-17.26,5,7.892,WallCake_Tx,,,
BoxCollision,0.5,10,5.229,0,134.2635,0,-13.257,4.9959,5.024,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,82.43021,0,-22.2,5,-14.55,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,70.97242,0,-17.407,5,-13.417,WallCake_Tx,,,
BoxCollision,0.5,10,3.83615,0,41.39624,0,-13.669,5,-11.092,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,23.51391,0,-11.445,5,-7.4263,WallCake_Tx,,,
BoxCollision,0.5,10,5,0.05339846,163.4944,0.9979312,-10.8408,4.987139,0.8804619,WallCake_Tx,,,
BoxCollision,0.5,10,3.64205,0,187.0206,0,-10.244,5,-3.3957,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,90,0,-27,5,-14.86,WallCake_Tx,,,
Corner,15,0.1,20,90,225,0,24.89933,10.00328,24.89021,WallCake_Tx,,,
Corner,15,0.1,20,90,135,0,-24.40067,10.00328,25.29021,WallCake_Tx,,,
Corner,15,0.1,20,90,315,0,24.79933,10.00328,-25.19979,WallCake_Tx,,,
Corner,15,0.1,20,90,45,0,-24.40067,10.00328,-25.19979,WallCake_Tx,,,
InnerCorner,0.5,10,8.8,0,235,0,14.28,4.7,-13.14,WallCake_Tx,,,
InnerCorner,0.5,10,8.7,0,225.67,0,-12.49,4.61,16.13,WallCake_Tx,,,
InnerCorner,0.5,10,10.5,0,134.65,0,14,4.61,15.48,WallCake_Tx,,,
InnerCorner,0.5,10,2,0,134.65,0,-12,4.7,-10.35,WallCake_Tx,,,
InnerCorner,0.5,10,3,0,134.65,0,-7.069999,4.7,-14.65,WallCake_Tx,,,
Pillar,3,10,3,0,0,0,2.3,5,17.5,WallCake_Tx,,,
Cube,1,2,1,0,90,0,14.35,0,-6.64,WallCake_Tx,,,
Cube,1,2,1,0,0,0,14.35,0,7.64,WallCake_Tx,,,
Cube,1,2,1,0,51.39999,0,1.78,0,9.3,WallCake_Tx,,,
Cube,1,2,1,0,31.89999,0,-1.9,0,-11,WallCake_Tx,,,
Cube,1,2,1,0,51.75,0,-6.1,0,5.1,WallCake_Tx,,,
Cube,1,2,1,0,51.75,0,-8.3,0,14.8,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,11.19,0.87,3.89,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,2.94,0.87,-5.83,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-2.25,0.87,-14.27,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,10.73,0.87,-14.27,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.35,0.87,-10.21,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.35,0.87,2.64,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-7.36,0.87,-1.05,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.35,0.87,-6.6,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,6.34,0.87,12,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,2.04,0.87,11.76,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-2.92,0.87,18.02,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,9.29,0.87,18.02,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.66,0.87,11.36,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-8.9,0.87,2.2,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-14.7,0.87,10.2,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,9.8,0.87,-19.6,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,19.9,0.87,-13.8,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,19.7,0.87,14.5,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,11,0.87,21.5,WallCake_Tx,,,
Stairs,1,1,1,0,0,0,-4.06,0.6,20.5,WallCake_Tx,,,
Trigger,0.5,3,3,0,0,0,-7.95,1.6,20.85,Stage2.csv,0.45,1.5,20.45
