ID,ScaleX,ScaleY,ScaleZ,RotX,RotY,Rotz,PosX,PosY,PosZ,,,,
Chair,50,50,50,0,90,0,4.6,0,-10.2,,,,
Chair,50,50,50,0,270,0,6.79,0,-10.2,,,,
Chair,50,50,50,0,0,0,5.83,0,-11.33,,,,
Chair,50,50,50,0,180,0,5.81,0,-9.07,,,,
Chair,50,50,50,0,90,0,9.77,0,-4.67,,,,
Chair,50,50,50,0,270,0,11.96,0,-4.67,,,,
Chair,50,50,50,0,0,0,11,0,-5.8,,,,
Chair,50,50,50,0,180,0,10.98,0,-3.54,,,,
Chair,50,50,50,0,90,0,-6.440001,0,-7.08,,,,
Chair,50,50,50,0,270,0,-4.25,0,-7.08,,,,
Chair,50,50,50,0,0,0,-5.21,0,-8.21,,,,
Chair,50,50,50,0,180,0,-5.23,0,-5.95,,,,
Chair,50,50,50,0,90,0,3.8,0,3.4,,,,
Chair,50,50,50,0,270,0,5.99,0,3.4,,,,
Chair,50,50,50,0,0,0,5.03,0,2.27,,,,
Chair,50,50,50,0,180,0,5.01,0,4.53,,,,
Chair,50,50,50,0,90,0,-2.51,0,3.4,,,,
Chair,50,50,50,0,270,0,-0.32,0,3.4,,,,
Chair,50,50,50,0,0,0,-1.28,0,2.27,,,,
Chair,50,50,50,0,180,0,-1.3,0,4.53,,,,
Floor,60,0.1,60,0,0,0,0.06,0,0,WallSponge_Tx,,,
Floor,40,0.1,20,90,90,0,-29.5,10,0,WallCake_Tx,,,
Floor,40,0.1,20,90,180,0,-0.2,10,30,WallCake_Tx,,,
Floor,40,0.1,20,90,270,0,30,10,-0.3,WallCake_Tx,,,
Floor,40,0.1,20,90,0,0,-0.2,10,-30,WallCake_Tx,,,
Wall,0.5,10,17,0,90,0,2.3211,4.7,-15.622,WallCake_Tx,,,
Wall,0.5,10,22.5,0,0,0,17.78,4.7,0.426,WallCake_Tx,,,
Wall,0.5,10,20,0,90,0,0.44,4.61,19.1,WallCake_Tx,,,
Wall,0.5,10,6,0,6.427439,0,-15.86,4.6,10.26,WallCake_Tx,,,
Partition,0.5,10,8,0,180,0,-14.95185,5.106328,26.15087,WallCake_Tx,,,
Partition,0.5,10,8,0,180,0,4.049952,5.100328,26.34986,WallCake_Tx,,,
Partition,0.5,10,8.4,0,228.74,0,16.58815,5.106328,27.41087,WallCake_Tx,,,
Partition,0.5,10,8,0,228.7,0,26.74815,5.106328,16.95087,WallCake_Tx,,,
Partition,0.5,10,6,0,90,0,24.21815,5.106328,3.050866,WallCake_Tx,,,
Partition,0.5,10,8.27,0,90,0,25.54815,5.106328,-11.5,WallCake_Tx,,,
Partition,0.5,10,8,0,122.43,0,24.34815,5.106328,-19.94913,WallCake_Tx,,,
Partition,0.5,10,7.5,0,180,0,8.968152,5.100328,-26.31513,WallCake_Tx,,,
Partition,0.5,10,7.5,0,180,0,-6.031848,5.096328,-26.31913,WallCake_Tx,,,
Partition,0.5,10,8.6,0,210.8,0,-17.76685,5.096328,-26.38614,WallCake_Tx,,,
Wall,0.5,10,2.6,0,0,0,21.18,5.1,-16.88,WallCake_Tx,,,
Wall,0.5,10,8,0,0,0,21.18,5.1,-7.88,WallCake_Tx,,,
Wall,0.5,10,13,0,0,0,21.18,5.1,5.62,WallCake_Tx,,,
Wall,0.5,10,9,0,68,0,17.1,5.1,-19.6,WallCake_Tx,,,
Wall,0.5,10,10,0,90,0,4.218,5.1,-22.815,WallCake_Tx,,,
Wall,0.5,10,5,0,90,0,-13.28,5.0965,-22.815,WallCake_Tx,,,
Wall,0.5,10,7,0,90,0,-11.7,5.1,22.1,WallCake_Tx,,,
Wall,0.5,10,7.5,0,90,0,0.55,5.1,22.1,WallCake_Tx,,,
Wall,0.5,10,6,0,90,0,10.6,5.1,24.7,WallCake_Tx,,,
Wall,0.5,10,10.54,0,135,0,17.5,5.1,20.9,WallCake_Tx,,,
Wall,0.5,10,10.5,0,6.399997,0,-19.5,5.1,14.3,WallCake_Tx,,,
Wall,0.5,10,8,0,121.9,0,-2.92,4.65,-5.09,WallCake_Tx,,,
Wall,0.5,10,7.5,0,30.00001,0,-1.5973,4.65,-10.324,WallCake_Tx,,,
Wall,0.5,10,8,0,30.00001,0,-7.96,4.65,-6.35,WallCake_Tx,,,
Wall,0.5,10,5.5,0,120,0,-5.5124,4.65,-12.105,WallCake_Tx,,,
Wall,0.5,10,7,0,35.65303,0,1.1541,4.6,-10.576,WallCake_Tx,,,
Wall,0.5,10,8,0,90,0,3.3172,4.6,-13.316,WallCake_Tx,,,
Wall,0.5,11.4,9.12,0,143.3,0,-9.9969,4.6,7.4438,WallCake_Tx,,,
Wall,0.5,11.4,9.12,0,51.75,0,-3.645,4.6,6.9565,WallCake_Tx,,,
Wall,0.5,11.4,8.8,0,51.39999,0,-9.6132,4.6,13.89,WallCake_Tx,,,
Wall,0.5,11.4,6.27,0,141.4,0,-2.37,4.6,12.27,WallCake_Tx,,,
Wall,0.5,11.4,9.12,0,143.34,0,6.66,4.56,7.23,WallCake_Tx,,,
Wall,0.5,11.4,10.5,0,40.3,0,6.014,4.56,-0.15,WallCake_Tx,,,
Wall,0.5,11.4,15,0,51.39999,0,-1.8783,4.56,6.553,WallCake_Tx,,,
Wall,0.5,11.4,9.5,0,120,0,-1.18,4.56,-1.73,WallCake_Tx,,,
Wall,0.5,10,9,0,235,0,10.86,4.6,-10.78,WallCake_Tx,,,
Wall,0.5,10,9,0,0,0,14.4,4.6,-3.9,WallCake_Tx,,,
Wall,0.5,10,5.5,0,38.86985,0,4.9,4.6,-5.61,WallCake_Tx,,,
Wall,0.5,7,3.4,0,130.2,0,13.14,6.1,1.54,WallCake_Tx,,,
Wall,0.5,10,5,0,39.9,0,10.34,4.6,0.46,WallCake_Tx,,,
Wall,0.5,7,3,0,46.23172,0,7.6873,6.1,-2.455,WallCake_Tx,,,
Wall,0.5,10,9,0,137,0,11.144,5.06,7.57,WallCake_Tx,,,
Wall,0.5,10,8.1,0,0,0,14.26,5.06,8.16,WallCake_Tx,,,
Wall,0.5,7,3.5,0,130.2,0,13.01,6.56,13.15,WallCake_Tx,,,
Wall,0.5,10,5.5,0,345.7663,0,7.46,5.06,13.42,WallCake_Tx,,,
Wall,0.5,10,5.5,0,111.58,0,9.19,5.06,15.25,WallCake_Tx,,,
UpperWall,0.5,7.07,3.7,0,0,0,21.18,6.57,-13.73,WallCake_Tx,,,
UpperWall,0.5,7,3,0,0,0,21.18,6.6,-2.38,WallCake_Tx,,,
UpperWall,0.5,7,3.55,0,48.02,0,22.42,6.6,13.12,WallCake_Tx,,,
UpperWall,0.5,7,4,0,135,0,22.64,6.6,15.76,WallCake_Tx,,,
UpperWall,0.5,7,3.5,0,270,0,5.85,6.6,24.7,WallCake_Tx,,,
UpperWall,0.5,7,5,0,270,0,-5.7,6.6,22.1,WallCake_Tx,,,
UpperWall,0.5,7.072985,5,0,270,0,-8.28,6.56,-22.815,WallCake_Tx,,,
UpperWall,0.5,7,5,0,234.1,0,-16.99,6.6,20.81,WallCake_Tx,,,
UpperWall,0.5,7,5,0,270,0,-3.28,6.6,-22.815,WallCake_Tx,,,
UpperWall,0.5,7.07,3.9,0,68,0,11.12,6.56,-22.02,WallCake_Tx,,,
Wall,0.5,8,2,0,120,0,-8.76,5.65,-10.23,WallCake_Tx,,,
Wall,0.5,9,3,0,141.4,0,-5.1993,5.8,15.814,WallCake_Tx,,,
Wall,0.5,9,2.5,0,120,0,-6.3762,5.76,1.27,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,90,0,-27,5,9.95,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,101.5954,0,-22,5,9.55,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,116.9601,0,-17.26,5,7.892,WallCake_Tx,,,
BoxCollision,0.5,10,5.229,0,134.2635,0,-13.257,4.9959,5.024,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,82.43021,0,-22.2,5,-14.55,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,70.97242,0,-17.407,5,-13.417,WallCake_Tx,,,
BoxCollision,0.5,10,3.83615,0,41.39624,0,-13.669,5,-11.092,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,23.51391,0,-11.445,5,-7.4263,WallCake_Tx,,,
BoxCollision,0.5,10,5,0.05339846,163.4944,0.9979312,-10.8408,4.987139,0.8804619,WallCake_Tx,,,
BoxCollision,0.5,10,3.64205,0,187.0206,0,-10.244,5,-3.3957,WallCake_Tx,,,
BoxCollision,0.5,10,5,0,90,0,-27,5,-14.86,WallCake_Tx,,,
Corner,15,0.1,20,90,225,0,24.89933,10.00328,24.89021,WallCake_Tx,,,
Corner,15,0.1,20,90,135,0,-24.40067,10.00328,25.29021,WallCake_Tx,,,
Corner,15,0.1,20,90,315,0,24.79933,10.00328,-25.19979,WallCake_Tx,,,
Corner,15,0.1,20,90,45,0,-24.40067,10.00328,-25.19979,WallCake_Tx,,,
InnerCorner,0.5,10,8.8,0,235,0,14.28,4.7,-13.14,WallCake_Tx,,,
InnerCorner,0.5,10,8.7,0,225.67,0,-12.49,4.61,16.13,WallCake_Tx,,,
InnerCorner,0.5,10,10.5,0,134.65,0,14,4.61,15.48,WallCake_Tx,,,
InnerCorner,0.5,10,2,0,134.65,0,-12,4.7,-10.35,WallCake_Tx,,,
InnerCorner,0.5,10,3,0,134.65,0,-7.069999,4.7,-14.65,WallCake_Tx,,,
Pillar,3,10,3,0,0,0,2.3,5,17.5,WallCake_Tx,,,
Locker01,25,25,25,0,0,0,13.33,1,-6.64,WallCake_Tx,,,
Locker01,25,25,25,0,51.39999,0,2.3,1,-1.5,WallCake_Tx,,,
Locker01,25,25,25,0,0,0,12.95,1,7.5,WallCake_Tx,,,
Locker01,25,25,25,0,51.75,0,-7.13,1,6.37,WallCake_Tx,,,
Locker01,25,25,25,0,30.00001,0,-3.65,1,-11.54,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,11.19,1,3.89,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,2.94,1,-5.83,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-2.25,1,-14.27,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,10.73,1,-14.27,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.35,1,-10.21,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.35,1,2.64,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-7.36,1,-1.05,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,6.34,1,12,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,2.04,1,11.76,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-2.92,1,18.02,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,9.29,1,18.02,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,16.66,1,11.36,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-8.9,1,2.2,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,-14.7,1,10.2,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,9.8,1,-19.6,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,19.9,1,-13.8,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,19.7,1,14.5,WallCake_Tx,,,
Capsule,1,1,1,0,0,0,11,1,21.5,WallCake_Tx,,,
Stairs,0.8,1,2.7,0,180,0,-8.6,0.6,20.5,WallCake_Tx,,,
Stairs,0.8,1.5,2.7,0,180,0,-9.4,0.87,20.5,WallCake_Tx,,,
Stairs,0.8,2,2.7,0,180,0,-10.2,1.146,20.5,WallCake_Tx,,,
Stairs,0.8,2.5,2.7,0,180,0,-11,1.396,20.5,WallCake_Tx,,,
Stairs,0.8,3,2.7,0,180,0,-11.8,1.65,20.5,WallCake_Tx,,,
Trigger,0.5,3,3,0,0,0,-7.95,1.6,20.85,Stage2.csv,1,1.14,20.28
EatenObject,0.5,0.5,0.5,0,0,0,6,1.2,-10,SweetCokie_Tx,30,70,
EatenObject,0.5,0.5,0.5,0,0,0,-10.5,1.2,25.5,SweetEye_Tx,100,30,
EatenObject,0.5,0.5,0.5,0,0,0,1.4,1.2,25.6,SweetHand_Tx,50,50,
EatenObject,0.5,0.5,0.5,0,0,0,-25.2,1.2,15.6,SweetEye_Tx,100,30,
EatenObject,0.5,0.5,0.5,0,0,0,26.5,1.2,-6.8,SweetCokie_Tx,30,70,
EatenObject,0.5,0.5,0.5,0,0,0,19.8,1.2,-21.3,SweetHand_Tx,50,50,
EatenObject,0.5,0.5,0.5,0,0,0,5.3,1.2,3.3,SweetHand_Tx,50,50,
Light,1,1,1,0,0,0,-22.22,3,-15.5,,,,
Light,1,1,1,0,210.8,0,-17.65,3,-24.6,,,,
Light,1,1,1,0,210.8,0,-19.42,3,-27.74,,,,
Light,1,1,1,0,210.8,0,-19.42,3,-27.74,,,,
Light,1,1,1,0,0,0,-25.83,3,-15.65,,,,
Light,1,1,1,0,134.65,0,-7.88,3,-15.21,,,,
Light,1,1,1,0,0,0,2.15,3,-22.1,,,,
Light,1,1,1,0,0,0,8.1,3,-16.7,,,,
Light,1,1,1,0,68,0,19.2,3,-17.7,,,,
Light,1,1,1,0,0,0,18.7,3,-4.2,,,,
Light,1,1,1,0,0,0,20.6,3,6.1,,,,
Light,1,1,1,0,134.65,0,13.6,3,16.9,,,,
Light,1,1,1,0,0,0,-3.22,3,19.81,,,,
Light,1,1,1,0,0,0,6.58,3,19.77,,,,
Light,1,1,1,0,0,0,-3.36,3,-14.94,,,,
Light,1,1,1,0,0,0,9.19,3,-14.94,,,,
Light,1,1,1,0,0,0,9.19,3,-14.94,,,,
Light,1,1,1,0,0,0,15.13,3,-0.7,,,,
Light,1,1,1,0,0,0,17.23,3,2.2,,,,
Light,1,1,1,0,0,0,14.9,3,9.9,,,,
Light,1,1,1,0,134.65,0,11.8,3,16.9,,,,
Light,1,1,1,0,345.77,0,6.87,3,13.02,,,,
Light,1,1,1,0,141.4,0,-4.11,3,15.72,,,,
Light,1,1,1,0,225.67,0,-11.61,3,16.05,,,,
Light,1,1,1,0,120,0,-6.46,3,0.62,,,,
Light,1,1,1,0,39.9,0,8.93,3,-0.27,,,,
Light,1,1,1,0,0,0,24.28,3,3.67,,,,
Light,1,1,1,0,0,0,26.56,3,-10.82,,,,
Light,1,1,1,0,0,0,23.94,3,-12.36,,,,
Light,1,1,1,0,0,0,13.04,3,-29.45,,,,
Light,1,1,1,0,68,0,16.14,3,-21.23,,,,
Light,1,1,1,0,0,0,5.66,3,-23.66,,,,
Light,1,1,1,0,0,0,-14.4,3,-23.6,,,,
Light,1,1,1,0,0,0,-11.6,3,22.9,,,,
Light,1,1,1,0,0,0,0.5,3,29.47,,,,
Light,1,1,1,0,0,0,14.37,3,29.47,,,,
Light,1,1,1,0,135,0,17.46,3,21.78,,,,
SoundCokie,1,1,1,0,135,0,-21,0.2,-21,,,,
Capsule,1,1,1,0,0,0,11,1,21.5,,,,
Capsule,1,1,1,0,0,0,6,1,25,,,,
Capsule,1,1,1,0,0,0,12.8,1,26.19,,,,
Capsule,1,1,1,0,0,0,15.3,1,28.9,,,,
Capsule,1,1,1,0,0,0,6.1,1,28.9,,,,
Capsule,1,1,1,0,0,0,23.92,1,15.98,,,,
Capsule,1,1,1,0,0,0,27.98,1,19.65,,,,
Capsule,1,1,1,0,0,0,20.17,1,28.05,,,,
Capsule,1,1,1,0,0,0,23.92,1,10.85,,,,
Capsule,1,1,1,0,0,0,28.55,1,8.19,,,,
Capsule,1,1,1,0,0,0,28.72,1,-1.68,,,,
Capsule,1,1,1,0,0,0,23.52,1,-2.52,,,,
Capsule,1,1,1,0,0,0,23.14,1,-9.73,,,,
Capsule,1,1,1,0,0,0,19.57,1,-2.37,,,,
Capsule,1,1,1,0,0,0,11.47,1,-24.46,,,,
Capsule,1,1,1,0,0,0,19.58,1,-27.09,,,,
Capsule,1,1,1,0,0,0,28.34,1,-13.75,,,,
Capsule,1,1,1,0,0,0,-2.73,1,-19.56,,,,
Capsule,1,1,1,0,0,0,-3.24,1,-28.7,,,,
Capsule,1,1,1,0,0,0,6.93,1,-28.87,,,,
Capsule,1,1,1,0,0,0,-8.84,1,-19.54,,,,
Capsule,1,1,1,0,0,0,-8.6,1,-26.05,,,,
Capsule,1,1,1,0,0,0,-9.37,1,-11.47,,,,
Capsule,1,1,1,0,0,0,-7.79,1,-8.86,,,,
Capsule,1,1,1,0,0,0,6.68,1,-1.32,,,,
Capsule,1,1,1,0,0,0,9.12,1,-3.36,,,,
Capsule,1,1,1,0,0,0,8.48,1,-7.44,,,,
Capsule,1,1,1,0,0,0,3.83,1,-8.98,,,,
Capsule,1,1,1,0,0,0,12.17,1,-1.02,,,,
Capsule,1,1,1,0,0,0,-4.81,1,2.38,,,,
Capsule,1,1,1,0,0,0,0.85,1,0.47,,,,
Capsule,1,1,1,0,0,0,2.09,1,6.8,,,,
Capsule,1,1,1,0,0,0,-6.81,1,14.4,,,,
Capsule,1,1,1,0,0,0,13.47,1,13.89,,,,
Capsule,1,1,1,0,0,0,11.76,1,10.49,,,,
Capsule,1,1,1,0,0,0,-5.41,1,21.02,,,,
Capsule,1,1,1,0,0,0,-5.32,1,25.81,,,,
HandyPlowling,1,1,1,0,0,0,-5.41,1,21.02,,,,
HandyPlowling,1,1,1,0,0,0,11,1,21.5,,,,
HandyPlowling,1,1,1,0,0,0,19.7,1,14.5,,,,
HandyPlowling,1,1,1,0,0,0,19.57,1,-2.37,,,,
HandyPlowling,1,1,1,0,0,0,19.9,1,-13.8,,,,
HandyPlowling,1,1,1,0,0,0,9.8,1,-19.6,,,,
HandyPlowling,1,1,1,0,0,0,-2.73,1,-19.56,,,,
HandyPlowling,1,1,1,0,0,0,-8.84,1,-19.54,,,,
HandyPlowling,1,1,1,0,0,0,-9.37,1,-11.47,,,,
CaraPlowling,1,1,1,0,0,0,11.19,1,3.89,,,,
CaraPlowling,1,1,1,0,0,0,6.68,1,-1.32,,,,
CaraPlowling,1,1,1,0,0,0,2.94,1,-5.83,,,,
CaraPlowling,1,1,1,0,0,0,-2.25,1,-14.27,,,,
Door,1,3,1,0,0,0,-24.75,2,-24.75,,,,
Ceiling,60,0.1,60,0,0,0,0,4,0,WallSponge_Tx,,,
