ID,ScaleX,ScaleY,ScaleZ,RotX,RotY,Rotz,PosX,PosY,PosZ,
BoxCollision,0.5,10,5,0,70.97242,0,-17.407,5,-13.417,WallCake2_Tx
BoxCollision,0.5,10,3.83615,0,41.39624,0,-13.669,5,-11.092,WallCake2_Tx
BoxCollision,0.5,10,5,0,23.51391,0,-11.445,5,-7.4263,WallCake2_Tx
BoxCollision,0.5,10,5,0.05339846,163.4944,0.9979312,-10.8408,4.987139,0.8804619,WallCake2_Tx
BoxCollision,0.5,10,3.64205,0,187.0206,0,-10.244,5,-3.3957,WallCake2_Tx
BoxCollision,0.5,10,5,0,90,0,-27,5,-14.86,WallCake2_Tx
Corner,15,0.1,20,90,225,0,24.89933,10.00328,24.89021,WallCake2_Tx
Corner,15,0.1,20,90,135,0,-24.40067,10.00328,25.29021,WallCake2_Tx
Corner,15,0.1,20,90,315,0,24.79933,10.00328,-25.19979,WallCake2_Tx
Corner,15,0.1,20,90,45,0,-24.40067,10.00328,-25.19979,WallCake2_Tx
InnerCorner,5,1,90,0,235,0,14.2,4.7,-13.2,WallCake2_Tx
InnerCorner,5,1,90,0,225.67,0,-12.3,4.7,16.15,WallCake2_Tx
InnerCorner,5,1,105,0,134.65,0,14.05,4.7,15.6,WallCake2_Tx
InnerCorner,5,1,20,0,134.65,0,-12,4.7,-10.35,WallCake2_Tx
InnerCorner,5,1,30,0,134.65,0,-7.099999,4.7,-14.85,WallCake2_Tx
Pillar,3,1,30,0,0,0,3.76261,5.286044,15.30646,WallCake2_Tx
